id,Grader,Class,Qid,CommentByGrader,Student,GradeActual,Grade,TagWeights,QuestionImg,Finish/Graded Already,NotesOfStudent,Bookmarked,MarkedAsLearnedByStudent
36340,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine352(105306024_064.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_001.jpg,FALSE,,FALSE,FALSE
36341,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine352(105306024_064.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_002.jpg,FALSE,,FALSE,FALSE
36342,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine352(105306024_064.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_003.jpg,FALSE,,FALSE,FALSE
36343,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine352(105306024_064.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_004.jpg,FALSE,,FALSE,FALSE
36344,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine352(105306024_064.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_005.jpg,FALSE,,FALSE,FALSE
36345,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine352(105306024_064.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_006.jpg,FALSE,,FALSE,FALSE
36346,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine352(105306024_064.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_007.jpg,FALSE,,FALSE,FALSE
36347,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine352(105306024_064.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine352(105306024_064.jpg)/105306025_008.jpg,FALSE,,FALSE,FALSE
36348,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,5306027,6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_137.jpg,FALSE,,FALSE,FALSE
36349,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,5306027,6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_138.jpg,FALSE,,FALSE,FALSE
36350,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,5306027,6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_139.jpg,FALSE,,FALSE,FALSE
36351,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,5306027,6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_140.jpg,FALSE,,FALSE,FALSE
36352,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,5306027,6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_141.jpg,FALSE,,FALSE,FALSE
36353,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,5306027,4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_142.jpg,FALSE,,FALSE,FALSE
36354,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,5306027,4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_143.jpg,FALSE,,FALSE,FALSE
36355,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,5306027,4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306027_144.jpg,FALSE,,FALSE,FALSE
36356,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,5306027,4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine361(105306027_137.jpg)/105306028__0017.jpg,FALSE,,FALSE,FALSE
36357,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine370(105306028__0018.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0018.jpg,FALSE,,FALSE,FALSE
36358,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine370(105306028__0018.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0019.jpg,FALSE,,FALSE,FALSE
36359,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine370(105306028__0018.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0020.jpg,FALSE,,FALSE,FALSE
36360,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine370(105306028__0018.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0021.jpg,FALSE,,FALSE,FALSE
36361,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine370(105306028__0018.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0022.jpg,FALSE,,FALSE,FALSE
36362,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine370(105306028__0018.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0023.jpg,FALSE,,FALSE,FALSE
36363,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine370(105306028__0018.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306028__0024.jpg,FALSE,,FALSE,FALSE
36364,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine370(105306028__0018.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306029_0005.jpg,FALSE,,FALSE,FALSE
36365,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine370(105306028__0018.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine370(105306028__0018.jpg)/105306029_0006.jpg,FALSE,,FALSE,FALSE
36366,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine379(105306029_0007.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0007.jpg,FALSE,,FALSE,FALSE
36367,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine379(105306029_0007.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0008.jpg,FALSE,,FALSE,FALSE
36368,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine379(105306029_0007.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0009.jpg,FALSE,,FALSE,FALSE
36369,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine379(105306029_0007.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0010.jpg,FALSE,,FALSE,FALSE
36370,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine379(105306029_0007.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0011.jpg,FALSE,,FALSE,FALSE
36371,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine379(105306029_0007.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306029_0012.jpg,FALSE,,FALSE,FALSE
36372,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine379(105306029_0007.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306030_065.jpg,FALSE,,FALSE,FALSE
36373,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine379(105306029_0007.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306030_066.jpg,FALSE,,FALSE,FALSE
36374,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine379(105306029_0007.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine379(105306029_0007.jpg)/105306030_067.jpg,FALSE,,FALSE,FALSE
36375,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine388(105306030_068.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306030_068.jpg,FALSE,,FALSE,FALSE
36376,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine388(105306030_068.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306030_069.jpg,FALSE,,FALSE,FALSE
36377,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine388(105306030_068.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306030_070.jpg,FALSE,,FALSE,FALSE
36378,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine388(105306030_068.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306030_071.jpg,FALSE,,FALSE,FALSE
36379,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine388(105306030_068.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306030_072.jpg,FALSE,,FALSE,FALSE
36380,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine388(105306030_068.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306031_177.jpg,FALSE,,FALSE,FALSE
36381,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine388(105306030_068.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306031_178.jpg,FALSE,,FALSE,FALSE
36382,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine388(105306030_068.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306031_179.jpg,FALSE,,FALSE,FALSE
36383,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine388(105306030_068.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine388(105306030_068.jpg)/105306031_180.jpg,FALSE,,FALSE,FALSE
36384,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine397(105306031_181.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306031_181.jpg,FALSE,,FALSE,FALSE
36385,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine397(105306031_181.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306031_182.jpg,FALSE,,FALSE,FALSE
36386,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine397(105306031_181.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306031_183.jpg,FALSE,,FALSE,FALSE
36387,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine397(105306031_181.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306031_184.jpg,FALSE,,FALSE,FALSE
36388,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine397(105306031_181.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306032_201.jpg,FALSE,,FALSE,FALSE
36389,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine397(105306031_181.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306032_202.jpg,FALSE,,FALSE,FALSE
36390,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine397(105306031_181.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306032_203.jpg,FALSE,,FALSE,FALSE
36391,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine397(105306031_181.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306032_204.jpg,FALSE,,FALSE,FALSE
36392,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine397(105306031_181.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine397(105306031_181.jpg)/105306032_205.jpg,FALSE,,FALSE,FALSE
36393,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine406(105306032_206.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306032_206.jpg,FALSE,,FALSE,FALSE
36394,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine406(105306032_206.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306032_207.jpg,FALSE,,FALSE,FALSE
36395,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine406(105306032_206.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306032_208.jpg,FALSE,,FALSE,FALSE
36396,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine406(105306032_206.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_153.jpg,FALSE,,FALSE,FALSE
36397,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine406(105306032_206.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_154.jpg,FALSE,,FALSE,FALSE
36398,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine406(105306032_206.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_155.jpg,FALSE,,FALSE,FALSE
36399,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine406(105306032_206.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_156.jpg,FALSE,,FALSE,FALSE
36400,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine406(105306032_206.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_157.jpg,FALSE,,FALSE,FALSE
36401,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2727)_Q9,,undefine406(105306032_206.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine406(105306032_206.jpg)/105306035_158.jpg,FALSE,,FALSE,FALSE
36402,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2719)_Q1,,undefine415(105306035_159.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306035_159.jpg,FALSE,,FALSE,FALSE
36403,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2720)_Q2,,undefine415(105306035_159.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306035_160.jpg,FALSE,,FALSE,FALSE
36404,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2721)_Q3,,undefine415(105306035_159.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_001.jpg,FALSE,,FALSE,FALSE
36405,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2722)_Q4,,undefine415(105306035_159.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_002.jpg,FALSE,,FALSE,FALSE
36406,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2723)_Q5,,undefine415(105306035_159.jpg),6,6,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_003.jpg,FALSE,,FALSE,FALSE
36407,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2724)_Q6,,undefine415(105306035_159.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_004.jpg,FALSE,,FALSE,FALSE
36408,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2725)_Q7,,undefine415(105306035_159.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_005.jpg,FALSE,,FALSE,FALSE
36409,,Programming Language II_660,disable2017-06-01 18:56:59.771000testwww/Programming Language II_649(2726)_Q8,,undefine415(105306035_159.jpg),4,4,"[{""TagWeight"": ""2"", ""TagName"": ""Method problem""}, {""TagWeight"": ""2"", ""TagName"": ""Arithmatics""}]",spring2017/ProgrammingLanguageII/testwww/undefine415(105306035_159.jpg)/105306037_006.jpg,FALSE,,FALSE,FALSE
