id,Html,RedirectHtml,User,User2,Action,Time
97438,/student/modal/40716/,/student/view/Programming%20Language%20II/finals/,5306025,,17,7/11/2017 7:42
97437,/student/view/Programming%20Language%20II/finals/,/student/modal/40716/,5306025,,14,7/11/2017 7:42
97436,/student/view/Programming%20Language%20II/finals/,/student/modal/40725/,5306025,,14,7/11/2017 7:41
97435,/student/view/Programming%20Language%20II/finals/,/student/modal/40724/,5306025,,14,7/11/2017 7:41
97434,/student/view/Programming%20Language%20II/finals/,/student/modal/40723/,5306025,,14,7/11/2017 7:40
97433,/student/view/Programming%20Language%20II/finals/,/student/modal/40722/,5306025,,14,7/11/2017 7:40
97432,/student/view/Programming%20Language%20II/finals/,/student/modal/40721/,5306025,,14,7/11/2017 7:40
97431,/student/view/Programming%20Language%20II/finals/,/student/modal/40720/,5306025,,14,7/11/2017 7:39
97430,/student/view/Programming%20Language%20II/finals/,/student/modal/40719/,5306025,,14,7/11/2017 7:39
97429,/student/view/Programming%20Language%20II/finals/,/student/modal/40718/,5306025,,3,7/11/2017 7:37
97428,/student/modal/40716/,/student/view/Programming%20Language%20II/finals/,5306025,,17,7/11/2017 7:36
97427,/student/view/Programming%20Language%20II/finals/,/student/modal/40716/,5306025,,3,7/11/2017 7:35
97426,/student/modal/40716/,/student/view/Programming%20Language%20II/finals/,5306025,,17,7/11/2017 7:20
97425,/student/view/Programming%20Language%20II/finals/,/student/modal/40716/,5306025,,3,7/11/2017 7:20
97424,/student/modal/40723/,/student/view/Programming%20Language%20II/finals/,5306025,,17,7/11/2017 7:20
97423,/student/view/Programming%20Language%20II/finals/,/student/modal/40723/,5306025,,3,7/11/2017 7:20
97422,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306025,,2,7/11/2017 7:19
97421,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306025,,2,7/11/2017 7:19
97420,/student/login/,/student/view/Programming Language II/Midterm_2/,5306025,,11,7/11/2017 7:19
97398,/Programming%20Language%20II/exams/,/finals/view/1,,Jennifer Lin___Status:True,16,7/7/2017 7:13
97397,/student/view/Programming%20Language%20II/Midterm_2/,/student/logout/,5306027,,12,7/6/2017 1:38
97396,/student/login/,/student/view/Programming Language II/Midterm_2/,5306027,,11,7/6/2017 1:38
97395,/student/login/,/student/view/Programming Language II/Midterm_2/,5306038,,11,7/5/2017 8:59
97394,/student/viewimportant/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,3306058,,7,7/3/2017 22:55
97393,/student/viewunknow/Programming%20Language%20II/Midterm_2/,/student/viewimportant/Programming%20Language%20II/Midterm_2/,3306058,,8,7/3/2017 22:55
97392,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewunknow/Programming%20Language%20II/Midterm_2/,3306058,,9,7/3/2017 22:55
97391,/student/viewunknow/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,3306058,,2,7/3/2017 22:55
97390,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewunknow/Programming%20Language%20II/Midterm_2/,3306058,,9,7/3/2017 22:55
97389,/student/view/Programming%20Language%20II/Midterm_2/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,3306058,,12,7/3/2017 22:55
97388,/student/modal/38391/,/student/view/Programming%20Language%20II/Midterm_2/,3306058,,17,7/3/2017 22:55
97387,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38391/,3306058,,13,7/3/2017 22:55
97386,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38392/,3306058,,13,7/3/2017 22:54
97385,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38393/,3306058,,13,7/3/2017 22:54
97384,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38394/,3306058,,13,7/3/2017 22:54
97383,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38395/,3306058,,13,7/3/2017 22:54
97382,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38396/,3306058,,13,7/3/2017 22:54
97381,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38397/,3306058,,3,7/3/2017 22:54
97380,/student/login/,/student/view/Programming Language II/Midterm_2/,3306058,,11,7/3/2017 22:54
97314,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,5306058,,7,7/2/2017 8:02
97313,/student/view/Programming%20Language%20II/Midterm_2/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,5306058,,12,7/2/2017 8:01
97312,/student/login/,/student/view/Programming Language II/Midterm_2/,5306058,,11,7/2/2017 8:01
97311,/student/login/,/student/view/Programming Language II/Midterm_2/,5306046,,11,7/2/2017 0:05
97310,/student/view/Programming%20Language%20II/Midterm_2/,/student/logout/,5306027,,12,7/1/2017 23:03
97309,/student/login/,/student/view/Programming Language II/Midterm_2/,5306027,,11,7/1/2017 23:03
97308,/student/modal/39111/,,5306087,,1,7/1/2017 20:03
97307,/student/login/,/student/view/Programming Language II/Midterm_2/,5306087,,11,7/1/2017 20:03
97306,/student/login/,/student/view/Programming Language II/Midterm_2/,5306012,,11,7/1/2017 17:06
97305,/student/view/Programming%20Language%20II/Final_3/,/student/view/Programming Language II/Midterm_2/,5306012,,2,7/1/2017 8:09
97304,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306012,,2,7/1/2017 8:08
97303,/student/modal/38614/,/student/view/Programming%20Language%20II/Midterm_2/,5306012,,17,7/1/2017 8:08
97302,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38614/,5306012,,3,7/1/2017 8:08
97301,/student/modal/38620/,/student/view/Programming%20Language%20II/Midterm_2/,5306012,,17,7/1/2017 8:08
97300,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38620/,5306012,,3,7/1/2017 8:07
97299,/student/modal/38616/,/student/view/Programming%20Language%20II/Midterm_2/,5306012,,17,7/1/2017 8:07
97298,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38616/,5306012,,3,7/1/2017 8:07
97297,/student/login/,/student/view/Programming Language II/Midterm_2/,5306012,,11,7/1/2017 8:07
97296,/student/login/,/student/view/Programming Language II/Midterm_2/,5306012,,11,7/1/2017 7:42
97295,/student/viewimportant/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306087,,2,7/1/2017 6:25
97294,/student/viewimportant/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306087,,2,7/1/2017 6:25
97293,/student/viewcombine/Programming%20Language%20II/Midterm_2/,/student/viewimportant/Programming%20Language%20II/Midterm_2/,5306087,,8,7/1/2017 6:25
97292,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,5306087,,7,7/1/2017 6:25
97291,/student/modal/39116/,/student/view/Programming%20Language%20II/Midterm_2/,5306087,,17,7/1/2017 6:25
97290,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/39116/,5306087,,3,7/1/2017 6:25
97289,/student/view/Programming%20Language%20II/Midterm_2/,,5306087,,3,7/1/2017 6:25
97288,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306087,,2,7/1/2017 6:25
97287,/student/login/,/student/view/Programming Language II/Midterm_2/,5306087,,11,7/1/2017 6:25
97286,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306064,,2,7/1/2017 5:16
97285,/student/modal/38956/,/student/view/Programming%20Language%20II/Midterm_2/,5306064,,17,7/1/2017 5:16
97284,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38956/,5306064,,3,7/1/2017 5:15
97283,/student/login/,/student/view/Programming Language II/Midterm_2/,5306064,,11,7/1/2017 5:15
97282,/student/login/,/student/view/Programming Language II/Midterm_2/,5306012,,11,7/1/2017 1:24
97281,/student/modal/38796/,/student/view/Programming%20Language%20II/Midterm_2/,5306038,,17,7/1/2017 1:03
97280,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38796/,5306038,,3,7/1/2017 1:03
97279,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306038,,2,7/1/2017 1:00
97278,/student/login/,/student/view/Programming Language II/Midterm_2/,5306038,,11,7/1/2017 0:58
97277,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38619/,5306012,,3,6/30/2017 23:16
97276,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306012,,2,6/30/2017 23:16
97275,/student/login/,/student/view/Programming Language II/Midterm_2/,5306012,,11,6/30/2017 23:16
97274,/student/login/,/student/view/Programming Language II/Midterm_2/,5306046,,11,6/30/2017 22:37
97273,/Programming%20Language%20II/exams/,/finals/view/1,,Jennifer Lin___Status:True,15,6/30/2017 21:01
97272,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306046,,2,6/30/2017 10:25
97271,/student/login/,/student/view/Programming Language II/Midterm_2/,5306046,,11,6/30/2017 10:25
97270,/student/view/Programming%20Language%20II/finals/,/student/modal/41472/,5306040,,3,6/29/2017 22:37
97269,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306040,,2,6/29/2017 22:36
97268,/student/modal/38805/,/student/view/Programming%20Language%20II/Midterm_2/,5306040,,17,6/29/2017 22:36
97267,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38805/,5306040,,3,6/29/2017 22:36
97266,/student/login/,/student/view/Programming Language II/Midterm_2/,5306040,,11,6/29/2017 22:36
97265,/student/view/Programming%20Language%20II/finals/,/student/modal/41276/,4303016,,14,6/29/2017 11:37
97264,/student/view/Programming%20Language%20II/finals/,/student/modal/41285/,4303016,,14,6/29/2017 11:37
97263,/student/view/Programming%20Language%20II/finals/,/student/modal/41284/,4303016,,14,6/29/2017 11:37
97262,/student/view/Programming%20Language%20II/finals/,/student/modal/41283/,4303016,,14,6/29/2017 11:37
97261,/student/view/Programming%20Language%20II/finals/,/student/modal/41282/,4303016,,14,6/29/2017 11:36
97260,/student/view/Programming%20Language%20II/finals/,/student/modal/41281/,4303016,,14,6/29/2017 11:36
97259,/student/view/Programming%20Language%20II/finals/,/student/modal/41280/,4303016,,14,6/29/2017 11:35
97258,/student/view/Programming%20Language%20II/finals/,/student/modal/41279/,4303016,,14,6/29/2017 11:35
97257,/student/view/Programming%20Language%20II/finals/,/student/modal/41278/,4303016,,14,6/29/2017 11:35
97256,/student/view/Programming%20Language%20II/finals/,/student/modal/41277/,4303016,,14,6/29/2017 11:34
97255,/student/view/Programming%20Language%20II/finals/,/student/modal/41276/,4303016,,3,6/29/2017 11:34
97254,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,4303016,,2,6/29/2017 11:34
97253,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,4303016,,2,6/29/2017 11:34
97252,/student/login/,/student/view/Programming Language II/Midterm_2/,4303016,,11,6/29/2017 11:33
97251,/student/modal/40702/,/student/view/Programming%20Language%20II/finals/,5306069,,17,6/29/2017 4:41
97250,/student/view/Programming%20Language%20II/finals/,/student/modal/40702/,5306069,,3,6/29/2017 4:41
97249,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306069,,2,6/29/2017 4:41
97248,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,5306069,,2,6/29/2017 4:40
97247,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306069,,2,6/29/2017 4:40
97246,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306069,,2,6/29/2017 4:40
97245,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306069,,2,6/29/2017 4:40
97244,/student/login/,/student/view/Programming Language II/Midterm_2/,5306069,,11,6/29/2017 4:40
97243,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,5306075,,2,6/29/2017 0:02
97242,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306075,,2,6/29/2017 0:02
97241,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306075,,2,6/29/2017 0:02
97240,/student/login/,/student/view/Programming Language II/Midterm_2/,5306075,,11,6/29/2017 0:01
97239,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306081,,2,6/28/2017 23:07
97238,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306081,,2,6/28/2017 23:07
97237,/student/login/,/student/view/Programming Language II/Midterm_2/,5306081,,11,6/28/2017 23:05
97236,/student/viewunknow/Programming%20Language%20II/Midterm_2/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,4306016,,12,6/28/2017 22:41
97235,/student/viewimportant/Programming%20Language%20II/Midterm_2/,/student/viewunknow/Programming%20Language%20II/Midterm_2/,4306016,,9,6/28/2017 22:41
97234,/student/viewcombine/Programming%20Language%20II/Midterm_2/,/student/viewimportant/Programming%20Language%20II/Midterm_2/,4306016,,8,6/28/2017 22:41
97233,/student/viewcombine/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,4306016,,7,6/28/2017 22:41
97232,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,4306016,,7,6/28/2017 22:41
97231,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,4306016,,2,6/28/2017 22:40
97230,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,4306016,,2,6/28/2017 22:40
97229,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,4306016,,2,6/28/2017 22:40
97228,/student/login/,/student/view/Programming Language II/Midterm_2/,4306016,,11,6/28/2017 22:40
97227,/student/view/Programming%20Language%20II/finals/,/student/modal/40693/,5306079,,14,6/28/2017 21:09
97226,/student/view/Programming%20Language%20II/finals/,/student/modal/40692/,5306079,,3,6/28/2017 21:04
97225,/student/view/Programming%20Language%20II/finals/,/student/modal/40691/,5306079,,3,6/28/2017 21:03
97224,/student/view/Programming%20Language%20II/finals/,/student/modal/40689/,5306079,,3,6/28/2017 21:02
97223,/student/view/Programming%20Language%20II/finals/,/student/modal/40687/,5306079,,3,6/28/2017 21:02
97222,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306079,,2,6/28/2017 21:02
97221,/student/login/,/student/view/Programming Language II/Midterm_2/,5306079,,11,6/28/2017 21:01
97220,/student/modal/41452/,/student/view/Programming%20Language%20II/finals/,5306023,,17,6/28/2017 17:23
97219,/student/view/Programming%20Language%20II/finals/,/student/modal/41452/,5306023,,3,6/28/2017 17:23
97218,/student/view/Programming%20Language%20II/finals/,/student/modal/41452/,5306023,,3,6/28/2017 17:22
97217,/student/modal/41449/,/student/view/Programming%20Language%20II/finals/,5306023,,17,6/28/2017 17:22
97216,/student/view/Programming%20Language%20II/finals/,/student/modal/41449/,5306023,,3,6/28/2017 17:22
97215,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306023,,2,6/28/2017 17:22
97214,/student/login/,/student/view/Programming Language II/Midterm_2/,5306023,,11,6/28/2017 17:22
97211,/student/modal/41203/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:46
97210,/student/view/Programming%20Language%20II/finals/,/student/modal/41203/,5306002,,3,6/28/2017 10:46
97209,/student/modal/41200/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:46
97208,/student/view/Programming%20Language%20II/finals/,/student/modal/41200/,5306002,,3,6/28/2017 10:46
97207,/student/modal/41201/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:46
97206,/student/view/Programming%20Language%20II/finals/,/student/modal/41201/,5306002,,3,6/28/2017 10:45
97205,/student/modal/41205/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:45
97204,/student/view/Programming%20Language%20II/finals/,/student/modal/41205/,5306002,,3,6/28/2017 10:45
97203,/student/view/Programming%20Language%20II/finals/,/student/modal/41204/,5306002,,3,6/28/2017 10:44
97202,/student/modal/41205/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:44
97201,/student/view/Programming%20Language%20II/finals/,/student/modal/41205/,5306002,,3,6/28/2017 10:44
97200,/student/view/Programming%20Language%20II/finals/,/student/logout/,4303040,,12,6/28/2017 10:43
97199,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,4303040,,2,6/28/2017 10:43
97198,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,4303040,,2,6/28/2017 10:43
97197,/student/modal/41311/,/student/view/Programming%20Language%20II/finals/,4303040,,17,6/28/2017 10:43
97196,/student/modal/41196/,/student/view/Programming%20Language%20II/finals/,5306002,,17,6/28/2017 10:42
97195,/student/view/Programming%20Language%20II/finals/,/student/modal/41196/,5306002,,3,6/28/2017 10:42
97194,/student/view/Programming%20Language%20II/finals/,/student/modal/41311/,4303040,,3,6/28/2017 10:41
97193,/student/modal/41315/,/student/view/Programming%20Language%20II/finals/,4303040,,17,6/28/2017 10:41
97192,/student/view/Programming%20Language%20II/finals/,/student/modal/41312/,4303040,,14,6/28/2017 10:41
97191,/student/view/Programming%20Language%20II/finals/,/student/modal/41311/,4303040,,14,6/28/2017 10:40
97190,/student/view/Programming%20Language%20II/finals/,/student/modal/41310/,4303040,,14,6/28/2017 10:40
97189,/student/view/Programming%20Language%20II/finals/,/student/modal/41309/,4303040,,14,6/28/2017 10:40
97188,/student/view/Programming%20Language%20II/finals/,/student/modal/41307/,4303040,,14,6/28/2017 10:40
97187,/student/login/,/student/view/Programming Language II/Midterm_2/,5306002,,11,6/28/2017 10:40
97186,/student/view/Programming%20Language%20II/finals/,/student/modal/41306/,4303040,,13,6/28/2017 10:40
97185,/student/view/Programming%20Language%20II/finals/,/student/modal/41307/,4303040,,14,6/28/2017 10:40
97184,/student/view/Programming%20Language%20II/finals/,/student/modal/41306/,4303040,,3,6/28/2017 10:39
97183,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,4303040,,2,6/28/2017 10:39
97182,/student/login/,/student/view/Programming Language II/Midterm_2/,4303040,,11,6/28/2017 10:39
97181,/student/viewcombine/Programming%20Language%20II/finals/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,5306044,,12,6/28/2017 10:23
97180,/student/view/Programming%20Language%20II/finals/,/student/viewcombine/Programming%20Language%20II/finals/,5306044,,7,6/28/2017 10:23
97179,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306044,,2,6/28/2017 10:23
97178,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306044,,2,6/28/2017 10:23
97177,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306044,,2,6/28/2017 10:23
97176,/student/login/,/student/view/Programming Language II/Midterm_2/,5306044,,11,6/28/2017 10:22
97175,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306077,,2,6/28/2017 10:12
97174,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306077,,2,6/28/2017 10:11
97173,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,5306077,,2,6/28/2017 10:11
97172,/student/login/,/student/view/Programming Language II/Midterm_2/,5306077,,11,6/28/2017 10:11
97171,/student/login/,/student/view/Programming Language II/Midterm_2/,5306060,,11,6/28/2017 8:39
97170,/student/login/,/student/view/Programming Language II/Midterm_2/,5306031,,11,6/28/2017 8:38
97169,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/Midterm_2/,4306016,,2,6/28/2017 8:32
97168,/student/login/,/student/view/Programming Language II/Midterm_2/,4306016,,11,6/28/2017 8:32
97167,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306040,,2,6/28/2017 8:32
97166,/student/login/,/student/view/Programming Language II/Midterm_2/,5306040,,11,6/28/2017 8:31
97165,/student/view/Programming%20Language%20II/finals/,/student/modal/40942/,5306072,,3,6/28/2017 8:28
97164,/student/login/,/student/view/Programming Language II/Midterm_2/,5306072,,11,6/28/2017 8:27
97163,/student/view/Programming%20Language%20II/finals/,/student/modal/41540/,5306037,,3,6/28/2017 8:23
97162,/student/view/Programming%20Language%20II/finals/,/student/modal/41540/,5306037,,3,6/28/2017 8:22
97161,/student/view/Programming%20Language%20II/finals/,/student/modal/41536/,5306037,,3,6/28/2017 8:22
97160,/student/view/Programming%20Language%20II/finals/,/student/modal/41536/,5306037,,3,6/28/2017 8:21
97159,/student/view/Programming%20Language%20II/finals/,/student/modal/41539/,5306037,,3,6/28/2017 8:20
97158,/student/view/Programming%20Language%20II/finals/,/student/modal/41542/,5306037,,3,6/28/2017 8:19
97157,/student/view/Programming%20Language%20II/finals/,/student/modal/41544/,5306037,,3,6/28/2017 8:19
97156,/student/login/,/student/view/Programming Language II/Midterm_2/,5306037,,11,6/28/2017 8:18
97155,/student/view/Programming%20Language%20II/finals/,/student/modal/41529/,5306020,,3,6/28/2017 8:17
97154,/student/modal/40922/,/student/view/Programming%20Language%20II/finals/,5306086,,17,6/28/2017 8:16
97153,/student/view/Programming%20Language%20II/finals/,/student/modal/40922/,5306086,,3,6/28/2017 8:16
97152,/student/modal/40916/,/student/view/Programming%20Language%20II/finals/,5306086,,17,6/28/2017 8:16
97151,/student/view/Programming%20Language%20II/finals/,/student/modal/40916/,5306086,,3,6/28/2017 8:16
97150,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,5306044,,7,6/28/2017 8:15
97149,/student/modal/39109/,/student/view/Programming%20Language%20II/Midterm_2/,5306086,,17,6/28/2017 8:14
97148,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/39109/,5306086,,3,6/28/2017 8:14
97147,/student/login/,/student/view/Programming Language II/Midterm_2/,5306044,,11,6/28/2017 8:14
97146,/student/login/,/student/view/Programming Language II/Midterm_2/,5306086,,11,6/28/2017 8:14
97145,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,5306010,,7,6/28/2017 8:14
97144,/student/viewimportant/Programming%20Language%20II/Midterm_2/,/student/viewunknow/Programming%20Language%20II/Midterm_2/,5306010,,9,6/28/2017 8:13
97143,/student/viewcombine/Programming%20Language%20II/Midterm_2/,/student/viewimportant/Programming%20Language%20II/Midterm_2/,5306010,,8,6/28/2017 8:13
97142,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewcombine/Programming%20Language%20II/Midterm_2/,5306010,,7,6/28/2017 8:12
97141,/student/modal/38605/,/student/view/Programming%20Language%20II/Midterm_2/,5306010,,17,6/28/2017 8:12
97140,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38605/,5306010,,3,6/28/2017 8:12
97139,/student/login/,/student/view/Programming Language II/Midterm_2/,5306010,,11,6/28/2017 8:12
97138,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306054,,2,6/28/2017 8:11
97137,/student/login/,/student/view/Programming Language II/Midterm_2/,5306054,,11,6/28/2017 8:11
97136,/student/view/Programming%20Language%20II/Midterm_2/,/student/viewimportant/Programming%20Language%20II/Midterm_2/,5306062,,8,6/28/2017 8:09
97135,/student/viewcombine/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,5306062,,2,6/28/2017 8:09
97134,/student/viewcombine/Programming%20Language%20II/finals/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,5306062,,12,6/28/2017 8:09
97133,/student/viewunknow/Programming%20Language%20II/finals/,/student/viewcombine/Programming%20Language%20II/finals/,5306062,,7,6/28/2017 8:09
97132,/student/view/Programming%20Language%20II/finals/,/student/viewunknow/Programming%20Language%20II/finals/,5306062,,9,6/28/2017 8:09
97131,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38830/,5306045,,3,6/28/2017 8:09
97130,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306067,,2,6/28/2017 8:09
97129,/student/view/Programming%20Language%20II/Midterm_2/,https://goo.gl/forms/Ms9K2C3AYeVZiJiD3,5306057,,12,6/28/2017 8:09
97128,/student/login/,/student/view/Programming Language II/Midterm_2/,5306045,,11,6/28/2017 8:09
97127,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/Midterm_2/,5306057,,2,6/28/2017 8:09
97126,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/finals/,5306057,,2,6/28/2017 8:09
97125,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/finals/,5306076,,2,6/28/2017 8:09
97124,/student/modal/40966/,/student/view/Programming%20Language%20II/finals/,5306057,,17,6/28/2017 8:08
97123,/student/modal/38978/,/student/view/Programming%20Language%20II/Midterm_2/,5306067,,17,6/28/2017 8:08
97121,/student/view/Programming%20Language%20II/finals/,/student/modal/40966/,5306057,,14,6/28/2017 8:08
97122,/student/view/Programming%20Language%20II/finals/,/student/view/Programming Language II/finals/,5306076,,2,6/28/2017 8:08
97120,/student/view/Programming%20Language%20II/finals/,/student/modal/40975/,5306057,,14,6/28/2017 8:08
97119,/student/view/Programming%20Language%20II/Midterm_2/,/student/view/Programming Language II/finals/,5306076,,2,6/28/2017 8:08
97118,/student/view/Programming%20Language%20II/finals/,/student/modal/40974/,5306057,,14,6/28/2017 8:08
97117,/student/view/Programming%20Language%20II/finals/,/student/modal/40973/,5306057,,14,6/28/2017 8:08
97116,/student/view/Programming%20Language%20II/Midterm_2/,,5306067,,3,6/28/2017 8:08
97115,/student/view/Programming%20Language%20II/finals/,/student/modal/40972/,5306057,,14,6/28/2017 8:08
97114,/student/modal/38976/,/student/view/Programming%20Language%20II/Midterm_2/,5306067,,17,6/28/2017 8:08
97112,/student/modal/41440/,/student/view/Programming%20Language%20II/finals/,5306048,,17,6/28/2017 8:08
97113,/student/view/Programming%20Language%20II/finals/,/student/modal/40971/,5306057,,14,6/28/2017 8:08
97111,/student/modal/39022/,/student/view/Programming%20Language%20II/Midterm_2/,5306076,,17,6/28/2017 8:08
97110,/student/view/Programming%20Language%20II/finals/,/student/modal/40970/,5306057,,14,6/28/2017 8:08
97109,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38976/,5306067,,13,6/28/2017 8:08
97108,/student/view/Programming%20Language%20II/finals/,/student/modal/41440/,5306048,,3,6/28/2017 8:08
97107,/student/view/Programming%20Language%20II/finals/,/student/modal/40968/,5306057,,14,6/28/2017 8:08
97106,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/38977/,5306067,,3,6/28/2017 8:08
97104,/student/view/Programming%20Language%20II/finals/,/student/modal/40967/,5306057,,14,6/28/2017 8:08
97105,/student/modal/41529/,/student/view/Programming%20Language%20II/finals/,5306020,,17,6/28/2017 8:08
97103,/student/modal/38978/,/student/view/Programming%20Language%20II/Midterm_2/,5306067,,17,6/28/2017 8:08
97102,/student/view/Programming%20Language%20II/finals/,/student/modal/40966/,5306057,,3,6/28/2017 8:08
97100,/student/modal/41442/,/student/view/Programming%20Language%20II/finals/,5306048,,17,6/28/2017 8:08
97101,/student/view/Programming%20Language%20II/Midterm_2/,/student/modal/39022/,5306076,,3,6/28/2017 8:08
